CONCISE NET LIST - 1  
PMIC_ACOK_L              R142             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PMIC_ACOK_PMIC_L         Q30              3        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
PMIC_ACOK_PMIC_L         R128             2        R_0402-4.7K,5 %,62.5MW,195-2705-000-195-2705-000,4.7K
PMIC_ACOK_PMIC_L         R142             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PMIC_GPIO4_32K           R663             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PMIC_GPIO4_32K           U1               G3       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_GPIO5_CHARGING      J501             A7       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PMIC_GPIO5_CHARGING      U1               H3       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_GPIO7               R165             1        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_GPIO7               U1               H4       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_GPIO7               U526             6        U_SW_ANA_3159_SOT23_6-TS5A3159-Q1,SWITCH - ANALOG,115-2220-000-115-2220-000
PMIC_PWR_INT_L           R661             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
PMIC_PWR_INT_L           U1               D2       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_PWR_INT_L           U28              F30      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
PMIC_USB0_ID             J501             A36      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
PMIC_USB0_ID             R650             2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_USB0_ID             U1               G7       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_VDD_SOC_VREG_EN     C991             2        C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF
PMIC_VDD_SOC_VREG_EN     Q24              1        Q_FET_N_ENH_SOT723-NTK3134NT1G,20V,-1000MOHM@10V / -1000MOHM@4.5V / 260MOHM@2.5V,0.89A,0.99A,6V,0.45W,[ ]@10V / [ ]@4.5V / [ ]B
PMIC_VDD_SOC_VREG_EN     R204             2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_VDD_SOC_VREG_EN     U1               H8       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_VDD_SOC_VREG_EN     U21              3        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PMIC_VDD_SOC_VREG_EN     U25              2        U_AND_2IN_SC70-5-SN74LVC1G08,GATES - AND - 2 INPUT,115-0014-000-115-0014-000
PMIC_VDD_SRAM_EN         Q60              1        Q_FET_N_ENH_SOT723-NTK3134NT1G,20V,-1000MOHM@10V / -1000MOHM@4.5V / 260MOHM@2.5V,0.89A,0.99A,6V,0.45W,[ ]@10V / [ ]@4.5V / [ ]B
PMIC_VDD_SRAM_EN         R3796            2        R_0402-100K,5 %,62.5MW,195-2696-000-100K,195-2696-000
PMIC_VDD_SRAM_EN         U1               G8       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
PMIC_VDD_SRAM_EN         U3526            3        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_CB                 C1218            1        C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000
PSCPU_CB                 R247             1        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSCPU_CB                 R3928            1        R_0402-43.2K,1 %,62.5MW,195-0310-000-195-0310-000,43.2K
PSCPU_CB                 R3932            2        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSCPU_CB                 R3941            2        R_0402-2.2K,5 %,62.5MW,195-2700-000-195-2700-000,2.2K
PSCPU_COMP               C3890            1        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSCPU_COMP               C3898            1        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSCPU_COMP               R3905            1        R_0402-34K,1 %,62.5MW,195-0260-000-195-0260-000,34K
PSCPU_COMP               U3530            12       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_COMP_R             C3878            1        C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF
PSCPU_COMP_R             C3886            1        C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF
PSCPU_COMP_R             R3905            2        R_0402-34K,1 %,62.5MW,195-0260-000-195-0260-000,34K
PSCPU_FB_R               C3886            2        C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF
PSCPU_FB_R               C3898            2        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSCPU_FB_R               R3929            1        R_0402-4.99K,1 %,62.5MW,195-2790-000-195-2790-000,4.99K
PSCPU_FB_R               R3930            1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSCPU_FB_R               R3931            1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
PSCPU_FB_R               U3530            11       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_OCS                R247             2        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSCPU_OCS                U3530            9        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_REFADJ             R3927            2        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSCPU_REFADJ             U3530            6        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_REFADJ_RC          R3926            2        R_0402-18.2K,1 %,62.5MW,195-2938-000-18.2K,195-2938-000
PSCPU_REFADJ_RC          R3927            1        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSCPU_REFADJ_RC          R3939            1        R_0402-8.45K,1 %,62.5MW,195-0449-000-195-0449-000,8.45K
PSCPU_REFIN              C3918            1        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSCPU_REFIN              R3938            1        R_0402-24.3K,1 %,62.5MW,195-0190-000-195-0190-000,24.3K
PSCPU_REFIN              R3939            2        R_0402-8.45K,1 %,62.5MW,195-0449-000-195-0449-000,8.45K
PSCPU_REFIN              U3530            7        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_RI_OVR_PH1         C3848            1        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
PSCPU_RI_OVR_PH1         R3858            2        R_0402-20K,1 %,62.5MW,195-0150-000-195-0150-000,20K
PSCPU_RI_OVR_PH1         R3930            2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSCPU_VDD_FB_COMP_RC     C3914            1        C_0402-820PF,C0G,5%,50V,032-0225-000-032-0225-000,820PF
PSCPU_VDD_FB_COMP_RC     R3929            2        R_0402-4.99K,1 %,62.5MW,195-2790-000-195-2790-000,4.99K
PSCPU_VDD_FB_R           C3914            2        C_0402-820PF,C0G,5%,50V,032-0225-000-032-0225-000,820PF
PSCPU_VDD_FB_R           C3915            1        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSCPU_VDD_FB_R           R3931            2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
PSCPU_VDD_FB_R           R3949            2        R_0402-100OHM,1 %,62.5MW,195-0002-000-100OHM,195-0002-000
PSCPU_VDD_FB_R           R3950            1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
PSCPU_VGND               C3915            2        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSCPU_VGND               R269             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSCPU_VGND               R3937            1        R_0402-100OHM,5 %,62.5MW,195-2711-000-100OHM,195-2711-000
PSCPU_VGND               R3951            1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
PSCPU_VGND               U3530            10       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSCPU_VGND_R             C3918            2        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSCPU_VGND_R             R269             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSCPU_VGND_R             R270             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSCPU_VGND_R             R3938            2        R_0402-24.3K,1 %,62.5MW,195-0190-000-195-0190-000,24.3K
PSCPU_VREF               C3903            1        C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF
PSCPU_VREF               R3926            1        R_0402-18.2K,1 %,62.5MW,195-2938-000-18.2K,195-2938-000
PSCPU_VREF               R3932            1        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSCPU_VREF               U3530            8        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_CB                 C1217            1        C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000
PSGPU_CB                 R246             1        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSGPU_CB                 R3822            2        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSGPU_CB                 R3823            2        R_0402-2.2K,5 %,62.5MW,195-2700-000-195-2700-000,2.2K
PSGPU_CB                 R3825            1        R_0402-48.7K,1 %,0.1W,195-2874-000-195-2874-000,48.7K
PSGPU_COMP               C3841            1        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSGPU_COMP               C3843            1        C_0402-120PF,C0G,5%,50V,035-0142-000-035-0142-000,120PF
PSGPU_COMP               R3847            1        R_0402-38.3K,1 %,62.5MW,195-0285-000-195-0285-000,38.3K
PSGPU_COMP               U3526            12       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_COMP_R             C3850            1        C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF
PSGPU_COMP_R             C3852            1        C_0402-220PF,X7R,10%,50V,036-0202-000-036-0202-000,220PF
PSGPU_COMP_R             R3847            2        R_0402-38.3K,1 %,62.5MW,195-0285-000-195-0285-000,38.3K
PSGPU_FB_R               C3843            2        C_0402-120PF,C0G,5%,50V,035-0142-000-035-0142-000,120PF
PSGPU_FB_R               C3852            2        C_0402-220PF,X7R,10%,50V,036-0202-000-036-0202-000,220PF
PSGPU_FB_R               R170             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_FB_R               R3828            1        R_0402-40.2K,1 %,62.5MW,195-1880-000-195-1880-000,40.2K
PSGPU_FB_R               R3855            1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_FB_R               R3874            1        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
PSGPU_FB_R               U3526            11       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_OCS                R246             2        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSGPU_OCS                U3526            9        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_REFADJ             R3805            2        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSGPU_REFADJ             U3526            6        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_REFADJ_RC          R3789            1        R_0402-8.45K,1 %,62.5MW,195-0449-000-195-0449-000,8.45K
PSGPU_REFADJ_RC          R3800            2        R_0402-18.2K,1 %,62.5MW,195-2938-000-18.2K,195-2938-000
PSGPU_REFADJ_RC          R3805            1        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSGPU_REFIN              C3821            1        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSGPU_REFIN              R3789            2        R_0402-8.45K,1 %,62.5MW,195-0449-000-195-0449-000,8.45K
PSGPU_REFIN              R3814            1        R_0402-24.3K,1 %,62.5MW,195-0190-000-195-0190-000,24.3K
PSGPU_REFIN              U3526            7        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_RI_OVR_PH1         C3050            1        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
PSGPU_RI_OVR_PH1         R3035            2        R_0402-20K,1 %,62.5MW,195-0150-000-195-0150-000,20K
PSGPU_RI_OVR_PH1         R3855            2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_RI_OVR_PH2         C379             1        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
PSGPU_RI_OVR_PH2         R170             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_RI_OVR_PH2         R171             2        R_0402-20K,1 %,62.5MW,195-0150-000-195-0150-000,20K
PSGPU_VDD_FB_COMP_RC     C3864            1        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSGPU_VDD_FB_COMP_RC     R3874            2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
PSGPU_VDD_FB_R           C3845            1        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSGPU_VDD_FB_R           C3864            2        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSGPU_VDD_FB_R           R3828            2        R_0402-40.2K,1 %,62.5MW,195-1880-000-195-1880-000,40.2K
PSGPU_VDD_FB_R           R3865            1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
PSGPU_VDD_FB_R           R3869            2        R_0402-100OHM,1 %,62.5MW,195-0002-000-100OHM,195-0002-000
PSGPU_VGND               C3845            2        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSGPU_VGND               R265             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_VGND               R3860            1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
PSGPU_VGND               R3861            1        R_0402-100OHM,5 %,62.5MW,195-2711-000-100OHM,195-2711-000
PSGPU_VGND               U3526            10       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSGPU_VGND_R             C3821            2        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSGPU_VGND_R             R265             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_VGND_R             R266             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSGPU_VGND_R             R3814            2        R_0402-24.3K,1 %,62.5MW,195-0190-000-195-0190-000,24.3K
PSGPU_VREF               C3816            1        C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF
PSGPU_VREF               R3800            1        R_0402-18.2K,1 %,62.5MW,195-2938-000-18.2K,195-2938-000
PSGPU_VREF               R3822            1        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSGPU_VREF               U3526            8        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_CB                 C1241            1        C_0402-0.1UF,X7R,10%,50V,036-0193-000-0.1UF,036-0193-000
PSSOC_CB                 R248             1        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSSOC_CB                 R302             2        R_0402-2.2K,5 %,62.5MW,195-2700-000-195-2700-000,2.2K
PSSOC_CB                 R541             1        R_0402-43.2K,1 %,62.5MW,195-0310-000-195-0310-000,43.2K
PSSOC_CB                 R551             2        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSSOC_COMP               C389             1        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSSOC_COMP               C391             1        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSSOC_COMP               R205             1        R_0402-44.2K,1 %,62.5MW,195-0315-000-195-0315-000,44.2K
PSSOC_COMP               U21              12       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_COMP_R             C390             1        C_0402-4.7NF,X7R,10%,16V,032-0271-000-032-0271-000,4.7NF
PSSOC_COMP_R             C392             1        C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF
PSSOC_COMP_R             R205             2        R_0402-44.2K,1 %,62.5MW,195-0315-000-195-0315-000,44.2K
PSSOC_FB_R               C391             2        C_0402-22PF,C0G,5%,50V,032-0116-000-032-0116-000,22PF
PSSOC_FB_R               C392             2        C_0402-330PF,C0G,5%,50V,032-0350-000-032-0350-000,330PF
PSSOC_FB_R               R212             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSSOC_FB_R               R213             1        R_0402-4.99K,1 %,62.5MW,195-2790-000-195-2790-000,4.99K
PSSOC_FB_R               R214             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
PSSOC_FB_R               U21              11       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_OCS                R248             2        R_0402-240K,5 %,62.5MW,195-0551-000-195-0551-000,240K
PSSOC_OCS                U21              9        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_REFADJ             R202             2        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSSOC_REFADJ             U21              6        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_REFADJ_RC          R179             2        R_0402-12.4K,1 %,62.5MW,195-1692-000-12.4K,195-1692-000
PSSOC_REFADJ_RC          R180             1        R_0402-2.15K,1 %,62.5MW,195-0164-000-195-0164-000,2.15K
PSSOC_REFADJ_RC          R202             1        R_0402-20K,1 %,63MW,195-1724-000-195-1724-000,20K
PSSOC_REFIN              C387             1        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSSOC_REFIN              R180             2        R_0402-2.15K,1 %,62.5MW,195-0164-000-195-0164-000,2.15K
PSSOC_REFIN              R181             1        R_0402-13.3K,1 %,62.5MW,195-0065-000-13.3K,195-0065-000
PSSOC_REFIN              U21              7        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_RI_OVR_PH1         C406             1        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
PSSOC_RI_OVR_PH1         R212             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSSOC_RI_OVR_PH1         R215             2        R_0402-20K,1 %,62.5MW,195-0150-000-195-0150-000,20K
PSSOC_VDD_FB_COMP_RC     C396             1        C_0402-820PF,C0G,5%,50V,032-0225-000-032-0225-000,820PF
PSSOC_VDD_FB_COMP_RC     R213             2        R_0402-4.99K,1 %,62.5MW,195-2790-000-195-2790-000,4.99K
PSSOC_VGND               C397             2        C_0402-1NF,X7R,10%,50V,036-0199-000-036-0199-000,1NF
PSSOC_VGND               R217             1        R_0402-100OHM,5 %,62.5MW,195-2711-000-100OHM,195-2711-000
PSSOC_VGND               R219             1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
PSSOC_VGND               R272             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSSOC_VGND               U21              10       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PSSOC_VGND_R             C387             2        C_0402-6.8NF,X7R,10%,16V,036-0122-000-036-0122-000,6.8NF
PSSOC_VGND_R             R181             2        R_0402-13.3K,1 %,62.5MW,195-0065-000-13.3K,195-0065-000
PSSOC_VGND_R             R272             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSSOC_VGND_R             R273             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
PSSOC_VREF               C209             1        C_0402-10NF,X7R,10%,16V,032-0269-000-032-0269-000,10NF
PSSOC_VREF               R179             1        R_0402-12.4K,1 %,62.5MW,195-1692-000-12.4K,195-1692-000
PSSOC_VREF               R551             1        R_0402-6.04K,1 %,62.5MW,195-2737-000-195-2737-000,6.04K
PSSOC_VREF               U21              8        U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PVCC_OVR2                C3865            1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
PVCC_OVR2                R3875            2        R_0402-4.7OHM,5 %,62.5MW,195-0595-000-195-0595-000,4.7OHM
PVCC_OVR2                U3530            18       U_OPENVREG_TYPE2PLUS_QFN3X3-NCP81278MNTXG,BUCK,2PH,800KHZ,DYNAMIC VID,0MV..2V,1%,2V,24V,60A,2.5W,316-0479-000-2V,316-0479-000
PVCC_OVR2_GPU            C3820            1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
PVCC_OVR2_GPU            R3820            2        R_0402-4.7OHM,5 %,62.5MW,195-0595-000-195-0595-000,4.7OHM
